last_name,first_name,tv_name,id,country,gender,seed,seedValue,bio_image,birth_date,birth_place,residence,height,weight,plays,turned_pro,country_long,singles_rank,doubles_rank,career-prize-money,events_entered/0/event_id,events_entered/0/event_name,events_entered/0/seed,maxServe,timeOnCourt,featureImage,events_entered/1/event_id,events_entered/1/event_name,events_entered/1/seed,events_entered/2/event_id,events_entered/2/event_name,events_entered/2/seed
Murray,Jamie,J. Murray,atpmc81,GBR,M,false,,atpmc81.jpg,13 February 1986,"Dunblane, Scotland","Wimbledon, England"," 6' 3"" / 1.91 meters",185 lbs. / 83.9 kilos,Left,2004,United Kingdom,0,20,"5,363,257",MD,Men's Doubles,7,-,12:09,,XD,Mixed Doubles,5,,,
Musetti,Lorenzo,L. Musetti,atpm0ej,ITA,M,false,,atpm0ej.jpg,03 March 2002,"Carrara, Italy","Monte Carlo, Monaco"," 6' 1"" / 1.85 meters",172 lbs. / 78.0 kilos,Right,2019,Italy,57,332,"841,568",MS,Men's Singles,,130 MPH,04:52,,,,,,,
Nadal,Rafael,R. Nadal,atpn409,ESP,M,false,,atpn409.jpg,03 June 1986,"Manacor, Mallorca, Spain","Manacor, Mallorca, Spain"," 6' 1"" / 1.85 meters",187 lbs. / 84.8 kilos,Left,2001,Spain,6,524,"124,961,595",,,,-,-,https://images.usopen.org/ix-events-usta-players/action/atpn409.jpg,,,,,,
Nagal,Sumit,S. Nagal,atpn897,IND,M,false,,atpn897.jpg,16 August 1997,"Jhajjar, India","New Delhi, India"," 5' 10"" / 1.78 meters",152 lbs. / 68.9 kilos,Right,2015,India,186,958,"556,964",MQ,Men's Qual Singles,,-,02:21,,,,,,,
Nakashima,Brandon,B. Nakashima,atpn0ae,USA,M,false,,atpn0ae.jpg,03 August 2001,"San Diego, CA, USA","San Diego, CA, USA"," 6' 1"" / 1.85 meters",185 lbs. / 83.9 kilos,Right,2019,United States of America,86,514,"600,904",MS,Men's Singles,,129 MPH,07:20,,MD,Men's Doubles,,,,
Nanda,Govind,G. Nanda,atpn0al,USA,M,false,,atpn0al.jpg,17 February 2001,Loma linda,Cerritos," 5' 10"" / 1.78 meters",155 lbs. / 70.3 kilos,Right,,United States of America,469,659,"58,634",MQ,Men's Qual Singles,,-,01:29,,,,,,,
Nava,Emilio,E. Nava,atpn0am,USA,M,false,,atpn0am.jpg,02 December 2001,"West Hills, CA, USA","Los Angeles, CA, USA"," 6' 0"" / 1.83 meters",169 lbs. / 76.7 kilos,Right,2018,United States of America,369,794,"122,560",MS,Men's Singles,,139 MPH,02:30,,,,,,,
Nedovyesov,Aleksandr,A. Nedovyesov,atpn503,KAZ,M,false,,atpn503.jpg,15 February 1987,"Alushta, Ukraine","Astana, Kazakhstan"," 6' 4"" / 1.93 meters",179 lbs. / 81.2 kilos,Right,2005,Kazakhstan,518,79,"1,045,798",MD,Men's Doubles,,-,01:34,,,,,,,
Nesterov,Petr,P. Nesterov,atpn0cj,BUL,M,false,,atpn0cj.jpg,07 March 2003,,, ,,,,Bulgaria,0,1670,582,BS,Junior Boys' Singles,,125 MPH,09:22,,BD,Junior Boys' Doubles,8,,,
Niedner,Neo,N. Niedner,atpn0da,GER,M,false,,atpn0da.jpg,03 August 2003,,, ,,,,Germany,1758,0,430,BQ,Boys' Qual Singles,,-,01:24,,,,,,,
Nielsen,Frederik,F. Nielsen,atpn390,DEN,M,false,,atpn390.jpg,27 August 1983,"Lyngby, Denmark","Lyngby, Denmark"," 6' 2"" / 1.88 meters",191 lbs. / 86.6 kilos,Right,2001,Denmark,0,92,"1,344,995",MD,Men's Doubles,,-,03:20,,,,,,,
Nishikori,Kei,K. Nishikori,atpn552,JPN,M,false,,atpn552.jpg,29 December 1989,"Shimane, Japan","Bradenton, FL, USA"," 5' 10"" / 1.78 meters",161 lbs. / 73.0 kilos,Right,2007,Japan,54,809,"25,036,447",MS,Men's Singles,,119 MPH,10:09,https://images.usopen.org/ix-events-usta-players/action/atpn552.jpg,,,,,,
Nishioka,Yoshihito,Y. Nishioka,atpn732,JPN,M,false,,atpn732.jpg,27 September 1995,"Mie, Japan","Mie, Japan"," 5' 7"" / 1.70 meters",141 lbs. / 64.0 kilos,Left,2014,Japan,70,353,"3,355,218",MS,Men's Singles,,124 MPH,02:51,,,,,,,
Norrie,Cameron,C. Norrie,atpn771,GBR,M,true,26,atpn771.jpg,23 August 1995,"Johannesburg, South Africa","London, England"," 6' 2"" / 1.88 meters",181 lbs. / 82.1 kilos,Left,2017,United Kingdom,28,131,"3,436,986",MS,Men's Singles,26,119 MPH,03:17,https://images.usopen.org/ix-events-usta-players/action/atpn771.jpg,MD,Men's Doubles,,,,
Nys,Hugo,H. Nys,atpn670,MON,M,false,,atpn670.jpg,16 February 1991,"Evian-les-Bains, France","Monte Carlo, Monaco"," 6' 1"" / 1.85 meters",172 lbs. / 78.0 kilos,Right,2010,Monaco,623,55,"601,986",MD,Men's Doubles,,-,02:30,,,,,,,
O'Connell,Christopher,C. O'Connell,atpo483,AUS,M,false,,atpo483.jpg,03 June 1994,"Sydney, Australia","Sydney, Australia"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Right,2011,Australia,124,928,"746,403",MQ,Men's Qual Singles,10,-,02:34,,,,,,,
O'Mara,Jonny,J. O'Mara,atpo474,GBR,M,false,,atpo474.jpg,02 March 1995,"Arbroath, Scotland","Arbroath, Scotland"," 6' 0"" / 1.83 meters",176 lbs. / 79.8 kilos,Right,,United Kingdom,0,72,"425,520",MD,Men's Doubles,,-,05:51,,,,,,,
Ofner,Sebastian,S. Ofner,atpo513,AUT,M,false,,atpo513.jpg,12 May 1996,"Bruck an der Mur, Austria","Sankt Marein, Austria"," 6' 3"" / 1.91 meters",179 lbs. / 81.2 kilos,Right,2015,Austria,163,670,"744,604",MQ,Men's Qual Singles,,-,01:18,,,,,,,
Olivo,Renzo,R. Olivo,atpo376,ARG,M,false,,atpo376.jpg,15 March 1992,"Rosario, Argentina","Rosario, Argentina"," 5' 10"" / 1.78 meters",160 lbs. / 72.6 kilos,Right,2009,Argentina,207,251,"1,065,720",MQ,Men's Qual Singles,,-,02:32,,,,,,,
Opelka,Reilly,R. Opelka,atpo522,USA,M,true,22,atpo522.jpg,28 August 1997,"St. Joseph, MI, USA","Delray Beach, FL, USA"," 6' 11"" / 2.11 meters",225 lbs. / 102.1 kilos,Right,2015,United States of America,19,96,"3,206,804",MS,Men's Singles,22,142 MPH,09:20,https://images.usopen.org/ix-events-usta-players/action/atpo522.jpg,,,,,,
Orlikowski,Aleksander,A. Orlikowski,atpo0c8,POL,M,false,,atpo0c8.jpg,18 October 2003,LODZ,Lodz," 5' 11"" / 1.80 meters",169 lbs. / 76.7 kilos,Right,,Poland,1482,2051,"2,664",BS,Junior Boys' Singles,,122 MPH,02:14,,BD,Junior Boys' Doubles,,,,
Oswald,Philipp,P. Oswald,atpo305,AUT,M,false,,atpo305.jpg,23 January 1986,"Feldkirch, Austria","Dornbirn, Austria"," 6' 7"" / 2.01 meters",209 lbs. / 94.8 kilos,Right,2005,Austria,0,45,"1,300,302",MD,Men's Doubles,,-,01:46,,,,,,,
Otte,Oscar,O. Otte,atpo449,GER,M,false,,atpo449.jpg,16 July 1993,"Cologne, Germany","Cologne, Germany"," 6' 4"" / 1.93 meters",174 lbs. / 78.9 kilos,Right,2011,Germany,141,586,"1,052,011",MS,Men's Singles,,131 MPH,17:52,,MQ,Men's Qual Singles,23,,,
Paire,Benoit,B. Paire,atppd31,FRA,M,false,,atppd31.jpg,08 May 1989,"Avignon, France","Geneva, Switzerland"," 6' 5"" / 1.96 meters",176 lbs. / 79.8 kilos,Right,2007,France,48,67,"9,252,241",MS,Men's Singles,,125 MPH,05:59,https://images.usopen.org/ix-events-usta-players/action/atppd31.jpg,MD,Men's Doubles,,,,
Pasha,Nathan,N. Pasha,atppe00,USA,M,false,,atppe00.jpg,15 July 1992,"Atlanta, GA, USA","Atlanta, GA, USA"," 6' 3"" / 1.91 meters",188 lbs. / 85.3 kilos,Right,,United States of America,0,153,"109,961",XD,Mixed Doubles,,-,02:32,,,,,,,
Paul,Tommy,T. Paul,atppl56,USA,M,false,,atppl56.jpg,17 May 1997,"Voorhees, NJ, USA","Miami, FL, USA"," 6' 1"" / 1.85 meters",180 lbs. / 81.6 kilos,Right,2015,United States of America,56,197,"1,870,109",MS,Men's Singles,,134 MPH,04:09,,MD,Men's Doubles,,,,
Pavic,Mate,M. Pavic,atppf00,CRO,M,false,,atppf00.jpg,04 July 1993,"Split, Croatia","Freeport, Bahamas"," 6' 3"" / 1.91 meters",183 lbs. / 83.0 kilos,Left,2011,Croatia,0,1,"3,959,700",MD,Men's Doubles,1,-,01:16,,,,,,,
Peers,John,J. Peers,atppc96,AUS,M,false,,atppc96.jpg,25 July 1988,"Melbourne, Australia","Perth, Australia"," 6' 2"" / 1.88 meters",181 lbs. / 82.1 kilos,Right,2011,Australia,0,23,"4,496,588",MD,Men's Doubles,8,-,08:53,,XD,Mixed Doubles,,,,
Peifer,Nicolas,N. Peifer,itf800249103,FRA,M,false,,itf800249103.jpg,18 October 1990,Sarreguemines;France,Versailles;France, ,,Right,,France,7,4,,CS,WC Men's Singles,,85 MPH,01:23,,CD,WC Men's Doubles,2,,,
Pella,Guido,G. Pella,atppc11,ARG,M,false,,atppc11.jpg,17 May 1990,"Bahia Blanca, Argentina","Buenos Aires, Argentina"," 6' 0"" / 1.83 meters",174 lbs. / 78.9 kilos,Left,2007,Argentina,82,151,"5,691,590",MS,Men's Singles,,130 MPH,05:09,https://images.usopen.org/ix-events-usta-players/action/atppc11.jpg,,,,,,
Pellegrino,Andrea,A. Pellegrino,atpph64,ITA,M,false,,atpph64.jpg,23 March 1997,"Bisceglie, Italy","Bisceglie, Italy"," 6' 1"" / 1.85 meters",179 lbs. / 81.2 kilos,Right,2016,Italy,238,219,"224,078",MQ,Men's Qual Singles,,-,02:06,,,,,,,
Perez Pena,Miguel,M. Perez Pena,atpp0gb,ESP,M,false,,atpp0gb.jpg,27 February 2003,,, ,,,,Spain,1831,0,468,,,,-,-,,,,,,,
Petrovic,Danilo,D. Petrovic,atppe02,SRB,M,false,,atppe02.jpg,24 January 1992,"Belgrade, Serbia","Belgrade,Serbia"," 6' 8"" / 2.03 meters",190 lbs. / 86.2 kilos,Right,,Serbia,181,575,"403,062",MQ,Men's Qual Singles,,-,01:16,,,,,,,
Pinnington Jones,Jack,J. Pinnington Jones,atpp0ht,GBR,M,false,,atpp0ht.jpg,30 March 2003,,, ,,,,United Kingdom,906,1893,"21,808",BS,Junior Boys' Singles,5,141 MPH,01:59,,,,,,,
Polansky,Peter,P. Polansky,atppb22,CAN,M,false,,atppb22.jpg,15 June 1988,"Toronto, Canada","Toronto, Canada"," 6' 0"" / 1.83 meters",176 lbs. / 79.8 kilos,Right,2007,Canada,232,162,"1,718,237",MQ,Men's Qual Singles,,-,02:12,,,,,,,
Polasek,Filip,F. Polasek,atppa46,SVK,M,false,,atppa46.jpg,21 July 1985,"Zvolen, Slovakia","Bratislava, Slovakia"," 6' 4"" / 1.93 meters",195 lbs. / 88.5 kilos,Right,2005,Slovakia,0,10,"2,125,895",MD,Men's Doubles,8,-,10:02,,XD,Mixed Doubles,,,,
Poljicak,Mili,M. Poljicak,atpp0gq,CRO,M,false,,atpp0gq.jpg,13 July 2004,,, ,,,,Croatia,1458,666,"6,685",BS,Junior Boys' Singles,,126 MPH,04:00,,BD,Junior Boys' Doubles,,,,
Polmans,Marc,M. Polmans,atppg94,AUS,M,false,,atppg94.jpg,02 May 1997,"Amanzimtoti, South Africa","Melbourne, Australia"," 6' 2"" / 1.88 meters",172 lbs. / 78.0 kilos,Right,2015,Australia,151,104,"1,176,392",MD,Men's Doubles,,-,03:38,,MQ,Men's Qual Singles,26,,,
Popko,Dmitry,D. Popko,atppg20,KAZ,M,false,,atppg20.jpg,24 October 1996,"St. Petersburg, Russia","Nur-Sultan, Kazakhstan"," 6' 3"" / 1.91 meters",192 lbs. / 87.1 kilos,Right,2011,Kazakhstan,195,325,"427,435",MQ,Men's Qual Singles,,-,01:09,,,,,,,
Popyrin,Alexei,A. Popyrin,atpp09z,AUS,M,false,,atpp09z.jpg,05 August 1999,"Sydney, Australia","Sydney, Australia"," 6' 5"" / 1.96 meters",172 lbs. / 78.0 kilos,Right,2017,Australia,71,346,"1,865,615",MS,Men's Singles,,133 MPH,10:01,,MD,Men's Doubles,,,,
Pospisil,Vasek,V. Pospisil,atppd07,CAN,M,false,,atppd07.jpg,23 June 1990,"Vernon, Canada","Freeport, Bahamas"," 6' 4"" / 1.93 meters",194 lbs. / 88.0 kilos,Right,2007,Canada,65,156,"6,722,286",MS,Men's Singles,,132 MPH,09:00,,MD,Men's Doubles,,,,
Pouille,Lucas,L. Pouille,atppf39,FRA,M,false,,atppf39.jpg,23 February 1994,"Grande-Synthe, France","Dubai, UAE"," 6' 1"" / 1.85 meters",185 lbs. / 83.9 kilos,Right,2012,France,128,274,"7,837,390",MS,Men's Singles,,135 MPH,03:41,https://images.usopen.org/ix-events-usta-players/action/atppf39.jpg,,,,,,
Privara,Peter Benjamin,P. Privara,atpp0gp,SVK,M,false,,atpp0gp.jpg,02 August 2004,,, ,,,,Slovakia,1921,0,543,BS,Junior Boys' Singles,,124 MPH,04:04,,BD,Junior Boys' Doubles,6,,,
Puetz,Tim,T. Puetz,atppc68,GER,M,false,,atppc68.jpg,19 November 1987,"Frankfurt, Germany","Usingen, Germany"," 6' 1"" / 1.85 meters",171 lbs. / 77.6 kilos,Right,,Germany,1206,28,"788,643",MD,Men's Doubles,12,-,01:24,,,,,,,
Purcell,Max,M. Purcell,atpph71,AUS,M,false,,atpph71.jpg,03 April 1998,"Sydney, Australia","Sydney, Australia"," 6' 1"" / 1.85 meters",176 lbs. / 79.8 kilos,Right,2016,Australia,200,33,"926,458",MS,Men's Singles,,133 MPH,13:57,,MD,Men's Doubles,,XD,Mixed Doubles,
Querrey,Sam,S. Querrey,atpq927,USA,M,false,,atpq927.jpg,07 October 1987,"San Francisco, CA, USA","Agoura Hills, CA, USA"," 6' 6"" / 1.98 meters",209 lbs. / 94.8 kilos,Right,2006,United States of America,78,83,"13,257,006",MS,Men's Singles,,135 MPH,08:54,https://images.usopen.org/ix-events-usta-players/action/atpq927.jpg,MD,Men's Doubles,,,,
Quinn,Ethan,E. Quinn,itf800526378,USA,M,false,,itf800526378.jpg, 0 ,,, ,,,,United States of America,,,,BS,Junior Boys' Singles,,129 MPH,05:44,,BD,Junior Boys' Doubles,,,,
Qureshi,Aisam,A. Qureshi,atpq019,PAK,M,false,,atpq019.jpg,17 March 1980,"Lahore, Pakistan","Lahore, Pakistan"," 6' 0"" / 1.83 meters",181 lbs. / 82.1 kilos,Right,1998,Pakistan,0,54,"3,514,533",MD,Men's Doubles,,-,05:51,,,,,,,
Ram,Rajeev,R. Ram,atpr548,USA,M,false,,atpr548.jpg,18 March 1984,"Denver, CO, USA","Carmel, IN, USA"," 6' 4"" / 1.93 meters",185 lbs. / 83.9 kilos,Right,2004,United States of America,0,5,"6,362,065",MD,Men's Doubles,4,-,11:51,,XD,Mixed Doubles,,,,
Ramanathan,Ramkumar,R. Ramanathan,atprb56,IND,M,false,,atprb56.jpg,08 November 1994,"Chennai, India","Chennai, India"," 6' 2"" / 1.88 meters",176 lbs. / 79.8 kilos,Right,2009,India,187,122,"907,791",MQ,Men's Qual Singles,,-,02:34,,,,,,,
Ramos-Vinolas,Albert,A. Ramos-Vinolas,atpr772,ESP,M,false,,atpr772.jpg,17 January 1988,"Barcelona, Spain","La Massana, Andorra"," 6' 2"" / 1.88 meters",168 lbs. / 76.2 kilos,Left,2007,Spain,47,0,"8,633,537",MS,Men's Singles,,118 MPH,06:21,https://images.usopen.org/ix-events-usta-players/action/atpr772.jpg,MD,Men's Doubles,,,,
Raonic,Milos,M. Raonic,atpr975,CAN,M,false,,atpr975.jpg,27 December 1990,"Podgorica, Montenegro","New Providence, Bahamas"," 6' 5"" / 1.96 meters",216 lbs. / 98.0 kilos,Right,2008,Canada,33,649,"20,218,982",,,,-,-,https://images.usopen.org/ix-events-usta-players/action/atpr975.jpg,,,,,,
Ratzlaff,Casey,C. Ratzlaff,itf800381745,USA,M,false,,itf800381745.jpg,09 July 1988,Wichita; USA,Wichita; USA, ,,Right,,United States of America,23,21,,CS,WC Men's Singles,,91 MPH,01:14,,CD,WC Men's Doubles,,,,
Razeghi,Alexander,A. Razeghi,itf800594685,USA,M,false,,itf800594685.jpg, 0 ,,, ,,,,United States of America,,,,BS,Junior Boys' Singles,,109 MPH,04:01,,,,,,,
Reese,Hunter,H. Reese,atprc21,USA,M,false,,atprc21.jpg,11 January 1993,Kennesaw,"Knoxville, Tennessee, USA"," 5' 10"" / 1.78 meters",165 lbs. / 74.8 kilos,Right,,United States of America,1831,98,"151,028",MD,Men's Doubles,,-,05:09,,XD,Mixed Doubles,,,,
Rehberg,Max Hans,M. Rehberg,atpr0ed,GER,M,false,,atpr0ed.jpg,13 September 2003,,, ,,Right,,Germany,1112,2223,"4,865",BS,Junior Boys' Singles,,145 MPH,04:21,,BD,Junior Boys' Doubles,,,,
Reid,Gordon,G. Reid,itf800274782,GBR,M,false,,itf800274782.jpg,02 October 1991,Alexandria; Great Britain,Glasgow; Great Britain, ,,Left,,United Kingdom,5,2,,CS,WC Men's Singles,,96 MPH,04:11,,CD,WC Men's Doubles,1,,,
Reid,Matt,M. Reid,atpr977,AUS,M,false,,atpr977.jpg,17 July 1990,"Sydney, Australia","Sydney, Australia"," 6' 0"" / 1.83 meters",192 lbs. / 87.1 kilos,Right,2009,Australia,0,89,"664,954",MD,Men's Doubles,,-,01:05,,,,,,,
Riffice,Sam,S. Riffice,atpr0a5,USA,M,false,,atpr0a5.jpg,01 March 1999,"Sacramento, CA, USA","Orlando, FL, USA"," 6' 2"" / 1.88 meters",170 lbs. / 77.1 kilos,Right,,United States of America,536,678,"117,189",MS,Men's Singles,,123 MPH,02:04,,,,,,,
Rincon,Daniel,D. Rincon,atpr0fp,ESP,M,false,,atpr0fp.jpg,07 January 2003,,, ,,,,Spain,1215,1590,"7,070",BS,Junior Boys' Singles,3,127 MPH,09:14,,BD,Junior Boys' Doubles,7,,,
Rinderknech,Arthur,A. Rinderknech,atprc91,FRA,M,false,,atprc91.jpg,23 July 1995,"Gassin, France","Saint-Gregoire, France"," 6' 5"" / 1.96 meters",190 lbs. / 86.2 kilos,Right,2018,France,77,182,"701,830",MS,Men's Singles,,135 MPH,09:48,,MD,Men's Doubles,,,,
Rodionov,Jurij,J. Rodionov,atpr09x,AUT,M,false,,atpr09x.jpg,16 May 1999,"Nuremberg, Germany","Vienna, Austria"," 6' 3"" / 1.91 meters",184 lbs. / 83.5 kilos,Left,2017,Austria,135,373,"471,384",MQ,Men's Qual Singles,19,-,03:30,,,,,,,
Rojer,Jean-Julien,J. Rojer,atpr513,NED,M,false,,atpr513.jpg,25 August 1981,Curacao,"Dubai, UAE"," 6' 1"" / 1.85 meters",185 lbs. / 83.9 kilos,Right,2003,Netherlands,0,36,"5,540,556",MD,Men's Doubles,10,-,05:04,,,,,,,
Rola,Blaz,B. Rola,atpra51,SLO,M,false,,atpra51.jpg,05 October 1990,"Ptuj, Slovenia","Ptuj, Slovenia"," 6' 4"" / 1.93 meters",187 lbs. / 84.8 kilos,Left,2013,Slovenia,172,294,"1,075,526",MQ,Men's Qual Singles,,-,05:09,,,,,,,
Rosol,Lukas,L. Rosol,atpr685,CZE,M,false,,atpr685.jpg,24 July 1985,"Brno, Czech Republic","Prague, Czech Republic"," 6' 4"" / 1.93 meters",182 lbs. / 82.6 kilos,Right,2004,Czech Republic,254,386,"4,571,331",MQ,Men's Qual Singles,,-,02:18,,,,,,,
Rublev,Andrey,A. Rublev,atpre44,RUS,M,true,5,atpre44.jpg,20 October 1997,"Moscow, Russia","Moscow, Russia"," 6' 2"" / 1.88 meters",165 lbs. / 74.8 kilos,Right,2014,Russia,5,68,"9,359,465",MS,Men's Singles,5,133 MPH,08:12,https://images.usopen.org/ix-events-usta-players/action/atpre44.jpg,,,,,,
Rune,Holger Vitus Nodskov,H. Rune,atpr0dg,DEN,M,false,,atpr0dg.jpg,29 April 2003,"Gentofte, Denmark","Charlottenlund, Denmark"," 6' 2"" / 1.88 meters",169 lbs. / 76.7 kilos,Right,2020,Denmark,136,1190,"220,888",MS,Men's Singles,,126 MPH,06:45,,MQ,Men's Qual Singles,24,,,
Ruud,Casper,C. Ruud,atprh16,NOR,M,true,8,atprh16.jpg,22 December 1998,"Oslo, Norway","Oslo, Norway"," 6' 0"" / 1.83 meters",170 lbs. / 77.1 kilos,Right,2015,Norway,10,165,"3,855,671",MS,Men's Singles,8,127 MPH,05:28,https://images.usopen.org/ix-events-usta-players/action/atprh16.jpg,MD,Men's Doubles,,,,
Ruusuvuori,Emil,E. Ruusuvuori,atprh24,FIN,M,false,,atprh24.jpg,02 April 1999,"Helsinki, Finland","Helsinki, Finland"," 6' 2"" / 1.88 meters",174 lbs. / 78.9 kilos,Right,2018,Finland,74,184,"1,035,807",MS,Men's Singles,,133 MPH,08:02,,MD,Men's Doubles,,,,
Sabanov,Matej,M. Sabanov,atpsl51,CRO,M,false,,atpsl51.jpg,25 June 1992,"Subotica, Serbia","Palic, Serbia"," 5' 11"" / 1.80 meters",163 lbs. / 73.9 kilos,Right,,Croatia,1017,99,"143,415",,,,-,-,,,,,,,
Safiullin,Roman,R. Safiullin,atpsx50,RUS,M,false,,atpsx50.jpg,07 August 1997,"Podolsk, Russia","Moscow, Russia"," 6' 1"" / 1.85 meters",165 lbs. / 74.8 kilos,Right,2015,Russia,158,317,"457,359",,,,-,-,,,,,,,
Safwat,Mohamed,M. Safwat,atpsk47,EGY,M,false,,atpsk47.jpg,19 September 1990,"Mansoura, Egypt","Cairo, Egypt"," 5' 11"" / 1.80 meters",182 lbs. / 82.6 kilos,Right,2008,Egypt,173,819,"809,919",,,,-,-,,,,,,,
Salisbury,Joe,J. Salisbury,atpso70,GBR,M,false,,atpso70.jpg,20 April 1992,"London, England","London, England"," 6' 3"" / 1.91 meters",183 lbs. / 83.0 kilos,Right,2014,United Kingdom,0,4,"2,159,754",MD,Men's Doubles,4,-,17:23,,XD,Mixed Doubles,2,,,
Samofalov,German,G. Samofalov,itf800447285,UKR,M,false,,itf800447285.jpg, 0 ,,, ,,,,Ukraine,,,,BQ,Boys' Qual Singles,8,-,01:41,,,,,,,
Sandgren,Tennys,T. Sandgren,atpsl08,USA,M,false,,atpsl08.jpg,22 July 1991,"Gallatin, TN, USA","Gallatin, TN, USA"," 6' 2"" / 1.88 meters",195 lbs. / 88.5 kilos,Right,2011,United States of America,103,273,"3,357,562",MS,Men's Singles,,131 MPH,02:26,,,,,,,
Saville,Luke,L. Saville,atpsm09,AUS,M,false,,atpsm09.jpg,02 January 1994,"Barmera, Australia","Barmera, Australia"," 6' 2"" / 1.88 meters",183 lbs. / 83.0 kilos,Right,,Australia,426,26,"1,055,879",MD,Men's Doubles,,-,02:33,,XD,Mixed Doubles,,,,
Schnur,Brayden,B. Schnur,atpsp24,CAN,M,false,,atpsp24.jpg,04 July 1995,"Toronto, Canada","Grand Bahama, Bahamas"," 6' 4"" / 1.93 meters",186 lbs. / 84.4 kilos,Right,2016,Canada,236,299,"717,214",MQ,Men's Qual Singles,,-,01:36,,,,,,,
Schnur,Max,M. Schnur,atpsx88,USA,M,false,,atpsx88.jpg,15 February 1993,"Richmond, VA, USA","New York, NY, USA"," 6' 5"" / 1.96 meters",210 lbs. / 95.3 kilos,Right,2015,United States of America,0,140,"81,470",,,,-,-,,,,,,,
Schroder,Sam,S. Schroder,itf800436028,NED,M,false,,itf800436028.jpg,25 September 1999,Geleen; Netherlands,Geleen; Netherlands, ,,Left,,Netherlands,2,6,,US,WC Quad Singles,2,80 MPH,04:08,,UD,WC Quad Doubles,,,,
Schwartzman,Diego,D. Schwartzman,atpsm37,ARG,M,true,11,atpsm37.jpg,16 August 1992,"Buenos Aires, Argentina","Buenos Aires, Argentina"," 5' 7"" / 1.70 meters",141 lbs. / 64.0 kilos,Right,2010,Argentina,15,141,"10,528,891",MS,Men's Singles,11,116 MPH,11:58,https://images.usopen.org/ix-events-usta-players/action/atpsm37.jpg,,,,,,
Sekulic,Philip,P. Sekulic,itf800514275,AUS,M,false,,itf800514275.jpg, 0 ,,, ,,,,Australia,,,,BS,Junior Boys' Singles,,120 MPH,04:08,,BD,Junior Boys' Doubles,,,,
Sela,Dudi,D. Sela,atpsc56,ISR,M,false,,atpsc56.jpg,04 April 1985,"Kiryat Shmonna, Israel","Tel Aviv, Israel"," 5' 9"" / 1.75 meters",144 lbs. / 65.3 kilos,Right,2002,Israel,390,1512,"3,935,023",,,,-,-,,,,,,,
Seppi,Andreas,A. Seppi,atpsa93,ITA,M,false,,atpsa93.jpg,21 February 1984,"Bolzano, Italy","Caldaro, Italy"," 6' 3"" / 1.91 meters",172 lbs. / 78.0 kilos,Right,2002,Italy,88,552,"11,533,741",MS,Men's Singles,,124 MPH,09:22,,,,,,,
Shang,Juncheng,J. Shang,atps0re,CHN,M,false,,atps0re.jpg, 0 ,,, ,,,,China,,,,BS,Junior Boys' Singles,1,122 MPH,09:00,,BD,Junior Boys' Doubles,,,,
Shapovalov,Denis,D. Shapovalov,atpsu55,CAN,M,true,7,atpsu55.jpg,15 April 1999,"Tel Aviv, Israel","Nassau, Bahamas"," 6' 1"" / 1.85 meters",165 lbs. / 74.8 kilos,Left,2017,Canada,12,75,"7,345,812",MS,Men's Singles,7,133 MPH,06:07,https://images.usopen.org/ix-events-usta-players/action/atpsu55.jpg,,,,,,
Sharan,Divij,D. Sharan,atpsd46,IND,M,false,,atpsd46.jpg,02 March 1986,"Delhi, India","Delhi, India"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Left,,India,0,86,"900,344",MD,Men's Doubles,,-,01:11,,,,,,,
Shelbayh,Abedallah,A. Shelbayh,atps0nv,JOR,M,false,,atps0nv.jpg,16 November 2003,,, ,,,,Jordan,1114,1168,"3,023",BS,Junior Boys' Singles,,123 MPH,04:06,,BD,Junior Boys' Doubles,7,,,
Shelton,Ben,B. Shelton,atps0s1,USA,M,false,,atps0s1.jpg,09 October 2002,,, ,,Left,,United States of America,721,762,"37,589",MQ,Men's Qual Singles,,-,04:04,,,,,,,
Shick,Braden,B. Shick,itf800538209,USA,M,false,,itf800538209.jpg, 0 ,,, ,,,,United States of America,,,,BQ,Boys' Qual Singles,,-,02:10,,,,,,,
Simon,Gilles,G. Simon,atpsd32,FRA,M,false,,atpsd32.jpg,27 December 1984,"Nice, France","Boulogne-Billancourt, France"," 6' 0"" / 1.83 meters",154 lbs. / 69.9 kilos,Right,2002,France,100,815,"15,631,095",,,,-,-,https://images.usopen.org/ix-events-usta-players/action/atpsd32.jpg,,,,,,
Sinner,Jannik,J. Sinner,atps0ag,ITA,M,true,13,atps0ag.jpg,16 August 2001,"San Candido, Italy","Monte Carlo, Monaco"," 6' 2"" / 1.88 meters",167 lbs. / 75.7 kilos,Right,2018,Italy,14,127,"2,944,206",MS,Men's Singles,13,130 MPH,12:13,https://images.usopen.org/ix-events-usta-players/action/atps0ag.jpg,,,,,,
Skupski,Ken,K. Skupski,atpsc40,GBR,M,false,,atpsc40.jpg,09 April 1983,"Liverpool, England","Liverpool, England"," 6' 0"" / 1.83 meters",196 lbs. / 88.9 kilos,Left,,United Kingdom,0,59,"1,018,082",MD,Men's Doubles,,-,01:03,,,,,,,
